GO.ID,Term,Annotated,Significant,Expected,classic
486,GO:0009123,nucleoside monophosphate metabolic proce...,9,9,9,1
487,GO:0009124,nucleoside monophosphate biosynthetic pr...,9,9,9,1
488,GO:0009126,purine nucleoside monophosphate metaboli...,8,8,8,1
489,GO:0009127,purine nucleoside monophosphate biosynth...,8,8,8,1
490,GO:0009129,pyrimidine nucleoside monophosphate meta...,1,1,1,1
491,GO:0009130,pyrimidine nucleoside monophosphate bios...,1,1,1,1
492,GO:0009132,nucleoside diphosphate metabolic process,25,25,25,1
493,GO:0009135,purine nucleoside diphosphate metabolic ...,20,20,20,1
494,GO:0009141,nucleoside triphosphate metabolic proces...,39,39,39,1
495,GO:0009142,nucleoside triphosphate biosynthetic pro...,38,38,38,1
496,GO:0009144,purine nucleoside triphosphate metabolic...,38,38,38,1
497,GO:0009145,purine nucleoside triphosphate biosynthe...,38,38,38,1
498,GO:0009147,pyrimidine nucleoside triphosphate metab...,6,6,6,1
499,GO:0009148,pyrimidine nucleoside triphosphate biosy...,5,5,5,1
500,GO:0009150,purine ribonucleotide metabolic process,77,77,77,1
501,GO:0009152,purine ribonucleotide biosynthetic proce...,54,54,54,1
502,GO:0009156,ribonucleoside monophosphate biosyntheti...,9,9,9,1
503,GO:0009161,ribonucleoside monophosphate metabolic p...,9,9,9,1
504,GO:0009163,nucleoside biosynthetic process,4,4,4,1
505,GO:0009165,nucleotide biosynthetic process,107,107,107,1
506,GO:0009166,nucleotide catabolic process,3,3,3,1
507,GO:0009167,purine ribonucleoside monophosphate meta...,8,8,8,1
508,GO:0009168,purine ribonucleoside monophosphate bios...,8,8,8,1
509,GO:0009173,pyrimidine ribonucleoside monophosphate ...,1,1,1,1
510,GO:0009174,pyrimidine ribonucleoside monophosphate ...,1,1,1,1
511,GO:0009179,purine ribonucleoside diphosphate metabo...,20,20,20,1
512,GO:0009185,ribonucleoside diphosphate metabolic pro...,20,20,20,1
513,GO:0009187,cyclic nucleotide metabolic process,42,42,42,1
514,GO:0009190,cyclic nucleotide biosynthetic process,42,42,42,1
515,GO:0009199,ribonucleoside triphosphate metabolic pr...,38,38,38,1
516,GO:0009200,deoxyribonucleoside triphosphate metabol...,1,1,1,1
517,GO:0009201,ribonucleoside triphosphate biosynthetic...,38,38,38,1
518,GO:0009205,purine ribonucleoside triphosphate metab...,38,38,38,1
519,GO:0009206,purine ribonucleoside triphosphate biosy...,38,38,38,1
520,GO:0009208,pyrimidine ribonucleoside triphosphate m...,5,5,5,1
521,GO:0009209,pyrimidine ribonucleoside triphosphate b...,5,5,5,1
522,GO:0009211,pyrimidine deoxyribonucleoside triphosph...,1,1,1,1
523,GO:0009218,pyrimidine ribonucleotide metabolic proc...,6,6,6,1
524,GO:0009219,pyrimidine deoxyribonucleotide metabolic...,1,1,1,1
525,GO:0009220,pyrimidine ribonucleotide biosynthetic p...,6,6,6,1
526,GO:0009225,nucleotide-sugar metabolic process,3,3,3,1
527,GO:0009226,nucleotide-sugar biosynthetic process,2,2,2,1
528,GO:0009228,thiamine biosynthetic process,5,5,5,1
529,GO:0009231,riboflavin biosynthetic process,8,8,8,1
530,GO:0009233,menaquinone metabolic process,1,1,1,1
531,GO:0009234,menaquinone biosynthetic process,1,1,1,1
532,GO:0009235,cobalamin metabolic process,6,6,6,1
533,GO:0009236,cobalamin biosynthetic process,5,5,5,1
534,GO:0009237,siderophore metabolic process,10,10,10,1
535,GO:0009245,lipid A biosynthetic process,1,1,1,1
536,GO:0009247,glycolipid biosynthetic process,4,4,4,1
537,GO:0009250,glucan biosynthetic process,9,9,9,1
538,GO:0009251,glucan catabolic process,1,1,1,1
539,GO:0009259,ribonucleotide metabolic process,78,78,78,1
540,GO:0009260,ribonucleotide biosynthetic process,55,55,55,1
541,GO:0009262,deoxyribonucleotide metabolic process,1,1,1,1
542,GO:0009266,response to temperature stimulus,297,297,297,1
543,GO:0009298,GDP-mannose biosynthetic process,2,2,2,1
544,GO:0009306,protein secretion,2,2,2,1
545,GO:0009307,DNA restriction-modification system,1,1,1,1
546,GO:0009308,amine metabolic process,13,13,13,1
547,GO:0009309,amine biosynthetic process,6,6,6,1
548,GO:0009311,oligosaccharide metabolic process,2,2,2,1
549,GO:0009312,oligosaccharide biosynthetic process,2,2,2,1
550,GO:0009314,response to radiation,3,3,3,1
551,GO:0009394,2'-deoxyribonucleotide metabolic process,1,1,1,1
552,GO:0009395,phospholipid catabolic process,1,1,1,1
553,GO:0009396,folic acid-containing compound biosynthe...,6,6,6,1
554,GO:0009401,phosphoenolpyruvate-dependent sugar phos...,3,3,3,1
555,GO:0009408,response to heat,3,3,3,1
556,GO:0009409,response to cold,294,294,294,1
557,GO:0009411,response to UV,1,1,1,1
558,GO:0009416,response to light stimulus,3,3,3,1
559,GO:0009435,NAD biosynthetic process,5,5,5,1
560,GO:0009438,methylglyoxal metabolic process,2,2,2,1
561,GO:0009443,pyridoxal 5'-phosphate salvage,1,1,1,1
562,GO:0009445,putrescine metabolic process,1,1,1,1
563,GO:0009446,putrescine biosynthetic process,1,1,1,1
564,GO:0009451,RNA modification,28,28,28,1
565,GO:0009452,7-methylguanosine RNA capping,1,1,1,1
566,GO:0009581,detection of external stimulus,1,1,1,1
567,GO:0009582,detection of abiotic stimulus,1,1,1,1
568,GO:0009583,detection of light stimulus,1,1,1,1
569,GO:0009605,response to external stimulus,11,11,11,1
570,GO:0009607,response to biotic stimulus,10,10,10,1
571,GO:0009615,response to virus,5,5,5,1
572,GO:0009617,response to bacterium,1,1,1,1
573,GO:0009628,response to abiotic stimulus,300,300,300,1
574,GO:0009636,response to toxic substance,3,3,3,1
575,GO:0009653,anatomical structure morphogenesis,3,3,3,1
576,GO:0009712,catechol-containing compound metabolic p...,1,1,1,1
577,GO:0009719,response to endogenous stimulus,8,8,8,1
578,GO:0009725,response to hormone,8,8,8,1
579,GO:0009755,hormone-mediated signaling pathway,8,8,8,1
580,GO:0009765,photosynthesis, light harvesting,24,24,24,1
581,GO:0009767,photosynthetic electron transport chain,2,2,2,1
582,GO:0009772,photosynthetic electron transport in pho...,2,2,2,1
583,GO:0009812,flavonoid metabolic process,1,1,1,1
584,GO:0009813,flavonoid biosynthetic process,1,1,1,1
585,GO:0009889,regulation of biosynthetic process,184,184,184,1
586,GO:0009890,negative regulation of biosynthetic proc...,6,6,6,1
587,GO:0009891,positive regulation of biosynthetic proc...,1,1,1,1
588,GO:0009892,negative regulation of metabolic process,10,10,10,1
589,GO:0009893,positive regulation of metabolic process,5,5,5,1
590,GO:0009894,regulation of catabolic process,4,4,4,1
591,GO:0009896,positive regulation of catabolic process,2,2,2,1
592,GO:0009966,regulation of signal transduction,3,3,3,1
593,GO:0009968,negative regulation of signal transducti...,1,1,1,1
594,GO:0009987,cellular process,2394,2394,2394,1
595,GO:0010024,phytochromobilin biosynthetic process,1,1,1,1
596,GO:0010033,response to organic substance,9,9,9,1
597,GO:0010035,response to inorganic substance,6,6,6,1
598,GO:0010038,response to metal ion,4,4,4,1
599,GO:0010109,regulation of photosynthesis,1,1,1,1
600,GO:0010189,vitamin E biosynthetic process,2,2,2,1
601,GO:0010207,photosystem II assembly,4,4,4,1
602,GO:0010458,exit from mitosis,1,1,1,1
603,GO:0010467,gene expression,549,549,549,1
604,GO:0010468,regulation of gene expression,189,189,189,1
605,GO:0010498,proteasomal protein catabolic process,3,3,3,1
606,GO:0010506,regulation of autophagy,1,1,1,1
607,GO:0010508,positive regulation of autophagy,1,1,1,1
608,GO:0010556,regulation of macromolecule biosynthetic...,184,184,184,1
609,GO:0010557,positive regulation of macromolecule bio...,1,1,1,1
610,GO:0010558,negative regulation of macromolecule bio...,6,6,6,1
611,GO:0010562,positive regulation of phosphorus metabo...,2,2,2,1
612,GO:0010564,regulation of cell cycle process,7,7,7,1
613,GO:0010604,positive regulation of macromolecule met...,4,4,4,1
614,GO:0010605,negative regulation of macromolecule met...,10,10,10,1
615,GO:0010608,post-transcriptional regulation of gene ...,8,8,8,1
616,GO:0010629,negative regulation of gene expression,6,6,6,1
617,GO:0010639,negative regulation of organelle organiz...,2,2,2,1
618,GO:0010646,regulation of cell communication,3,3,3,1
619,GO:0010648,negative regulation of cell communicatio...,1,1,1,1
620,GO:0010824,regulation of centrosome duplication,1,1,1,1
621,GO:0010826,negative regulation of centrosome duplic...,1,1,1,1
622,GO:0010876,lipid localization,4,4,4,1
623,GO:0010927,cellular component assembly involved in ...,1,1,1,1
624,GO:0010948,negative regulation of cell cycle proces...,2,2,2,1
625,GO:0010965,regulation of mitotic sister chromatid s...,2,2,2,1
626,GO:0010970,transport along microtubule,4,4,4,1
627,GO:0014070,response to organic cyclic compound,8,8,8,1
628,GO:0015012,heparan sulfate proteoglycan biosyntheti...,1,1,1,1
629,GO:0015031,protein transport,77,77,77,1
630,GO:0015074,DNA integration,6,6,6,1
631,GO:0015669,gas transport,10,10,10,1
632,GO:0015671,oxygen transport,10,10,10,1
633,GO:0015689,molybdate ion transport,1,1,1,1
634,GO:0015693,magnesium ion transport,1,1,1,1
635,GO:0015698,inorganic anion transport,18,18,18,1
636,GO:0015703,chromate transport,1,1,1,1
637,GO:0015706,nitrate transport,1,1,1,1
638,GO:0015707,nitrite transport,1,1,1,1
639,GO:0015711,organic anion transport,3,3,3,1
640,GO:0015748,organophosphate ester transport,2,2,2,1
641,GO:0015780,nucleotide-sugar transmembrane transport,1,1,1,1
642,GO:0015846,polyamine transport,1,1,1,1
643,GO:0015849,organic acid transport,7,7,7,1
644,GO:0015851,nucleobase transport,3,3,3,1
645,GO:0015914,phospholipid transport,2,2,2,1
646,GO:0015919,peroxisomal membrane transport,2,2,2,1
647,GO:0015931,nucleobase-containing compound transport,3,3,3,1
648,GO:0015936,coenzyme A metabolic process,3,3,3,1
649,GO:0015937,coenzyme A biosynthetic process,2,2,2,1
650,GO:0015939,pantothenate metabolic process,2,2,2,1
651,GO:0015940,pantothenate biosynthetic process,2,2,2,1
652,GO:0015969,guanosine tetraphosphate metabolic proce...,3,3,3,1
653,GO:0015976,carbon utilization,5,5,5,1
654,GO:0015977,carbon fixation,6,6,6,1
655,GO:0015979,photosynthesis,69,69,69,1
656,GO:0015980,energy derivation by oxidation of organi...,19,19,19,1
657,GO:0015986,proton motive force-driven ATP synthesis,15,15,15,1
658,GO:0015994,chlorophyll metabolic process,12,12,12,1
659,GO:0015995,chlorophyll biosynthetic process,11,11,11,1
660,GO:0015996,chlorophyll catabolic process,1,1,1,1
661,GO:0016032,viral process,2,2,2,1
662,GO:0016037,light absorption,1,1,1,1
663,GO:0016042,lipid catabolic process,5,5,5,1
664,GO:0016043,cellular component organization,142,142,142,1
665,GO:0016051,carbohydrate biosynthetic process,17,17,17,1
666,GO:0016052,carbohydrate catabolic process,24,24,24,1
667,GO:0016053,organic acid biosynthetic process,80,80,80,1
668,GO:0016054,organic acid catabolic process,11,11,11,1
669,GO:0016055,Wnt signaling pathway,1,1,1,1
670,GO:0016064,immunoglobulin mediated immune response,1,1,1,1
671,GO:0016068,type I hypersensitivity,1,1,1,1
672,GO:0016070,RNA metabolic process,390,390,390,1
673,GO:0016071,mRNA metabolic process,42,42,42,1
674,GO:0016072,rRNA metabolic process,17,17,17,1
675,GO:0016108,tetraterpenoid metabolic process,6,6,6,1
676,GO:0016109,tetraterpenoid biosynthetic process,6,6,6,1
677,GO:0016114,terpenoid biosynthetic process,10,10,10,1
678,GO:0016116,carotenoid metabolic process,6,6,6,1
679,GO:0016117,carotenoid biosynthetic process,6,6,6,1
680,GO:0016125,sterol metabolic process,1,1,1,1
681,GO:0016192,vesicle-mediated transport,47,47,47,1
682,GO:0016197,endosomal transport,1,1,1,1
683,GO:0016226,iron-sulfur cluster assembly,8,8,8,1
684,GO:0016236,macroautophagy,1,1,1,1
685,GO:0016255,attachment of GPI anchor to protein,1,1,1,1
686,GO:0016310,phosphorylation,357,357,357,1
687,GO:0016311,dephosphorylation,39,39,39,1
688,GO:0016441,post-transcriptional gene silencing,1,1,1,1
689,GO:0016482,cytosolic transport,1,1,1,1
690,GO:0016485,protein processing,6,6,6,1
691,GO:0016558,protein import into peroxisome matrix,2,2,2,1
692,GO:0016559,peroxisome fission,1,1,1,1
693,GO:0016560,protein import into peroxisome matrix, d...,1,1,1,1
694,GO:0016567,protein ubiquitination,23,23,23,1
695,GO:0016570,histone modification,8,8,8,1
696,GO:0016573,histone acetylation,3,3,3,1
697,GO:0016575,histone deacetylation,2,2,2,1
698,GO:0016579,protein deubiquitination,7,7,7,1
699,GO:0016925,protein sumoylation,1,1,1,1
700,GO:0016973,poly(A)+ mRNA export from nucleus,1,1,1,1
701,GO:0016998,cell wall macromolecule catabolic proces...,7,7,7,1
702,GO:0017004,cytochrome complex assembly,2,2,2,1
703,GO:0017038,protein import,10,10,10,1
704,GO:0017148,negative regulation of translation,3,3,3,1
705,GO:0017182,peptidyl-diphthamide metabolic process,3,3,3,1
706,GO:0017183,peptidyl-diphthamide biosynthetic proces...,3,3,3,1
707,GO:0018106,peptidyl-histidine phosphorylation,8,8,8,1
708,GO:0018130,heterocycle biosynthetic process,422,422,422,1
709,GO:0018193,peptidyl-amino acid modification,46,46,46,1
710,GO:0018196,peptidyl-asparagine modification,3,3,3,1
711,GO:0018197,peptidyl-aspartic acid modification,1,1,1,1
712,GO:0018198,peptidyl-cysteine modification,1,1,1,1
713,GO:0018202,peptidyl-histidine modification,11,11,11,1
714,GO:0018205,peptidyl-lysine modification,5,5,5,1
715,GO:0018208,peptidyl-proline modification,25,25,25,1
716,GO:0018279,protein N-linked glycosylation via aspar...,3,3,3,1
717,GO:0018339,peptidyl-L-beta-methylthioaspartic acid ...,1,1,1,1
718,GO:0018377,protein myristoylation,1,1,1,1
719,GO:0018393,internal peptidyl-lysine acetylation,3,3,3,1
720,GO:0018394,peptidyl-lysine acetylation,3,3,3,1
721,GO:0018871,1-aminocyclopropane-1-carboxylate metabo...,2,2,2,1
722,GO:0018904,ether metabolic process,19,19,19,1
723,GO:0018958,phenol-containing compound metabolic pro...,2,2,2,1
724,GO:0019064,fusion of virus membrane with host plasm...,2,2,2,1
725,GO:0019184,nonribosomal peptide biosynthetic proces...,13,13,13,1
726,GO:0019219,regulation of nucleobase-containing comp...,183,183,183,1
727,GO:0019220,regulation of phosphate metabolic proces...,8,8,8,1
728,GO:0019222,regulation of metabolic process,202,202,202,1
729,GO:0019243,methylglyoxal catabolic process to D-lac...,2,2,2,1
730,GO:0019290,siderophore biosynthetic process,10,10,10,1
731,GO:0019307,mannose biosynthetic process,1,1,1,1
732,GO:0019310,inositol catabolic process,1,1,1,1
733,GO:0019318,hexose metabolic process,12,12,12,1
734,GO:0019319,hexose biosynthetic process,5,5,5,1
735,GO:0019321,pentose metabolic process,3,3,3,1
736,GO:0019344,cysteine biosynthetic process,4,4,4,1
737,GO:0019359,nicotinamide nucleotide biosynthetic pro...,7,7,7,1
738,GO:0019362,pyridine nucleotide metabolic process,7,7,7,1
739,GO:0019363,pyridine nucleotide biosynthetic process,7,7,7,1
740,GO:0019370,leukotriene biosynthetic process,1,1,1,1
741,GO:0019395,fatty acid oxidation,3,3,3,1
742,GO:0019400,alditol metabolic process,5,5,5,1
743,GO:0019419,sulfate reduction,1,1,1,1
744,GO:0019427,acetyl-CoA biosynthetic process from ace...,2,2,2,1
745,GO:0019430,removal of superoxide radicals,2,2,2,1
746,GO:0019432,triglyceride biosynthetic process,1,1,1,1
747,GO:0019438,aromatic compound biosynthetic process,408,408,408,1
748,GO:0019439,aromatic compound catabolic process,12,12,12,1
749,GO:0019464,glycine decarboxylation via glycine clea...,1,1,1,1
750,GO:0019478,D-amino acid catabolic process,2,2,2,1
751,GO:0019509,L-methionine salvage from methylthioaden...,1,1,1,1
752,GO:0019538,protein metabolic process,858,858,858,1
753,GO:0019566,arabinose metabolic process,1,1,1,1
754,GO:0019637,organophosphate metabolic process,183,183,183,1
755,GO:0019646,aerobic electron transport chain,4,4,4,1
756,GO:0019673,GDP-mannose metabolic process,2,2,2,1
757,GO:0019674,NAD metabolic process,2,2,2,1
758,GO:0019684,photosynthesis, light reaction,32,32,32,1
759,GO:0019692,deoxyribose phosphate metabolic process,1,1,1,1
760,GO:0019693,ribose phosphate metabolic process,78,78,78,1
761,GO:0019720,Mo-molybdopterin cofactor metabolic proc...,4,4,4,1
762,GO:0019724,B cell mediated immunity,1,1,1,1
763,GO:0019725,cellular homeostasis,60,60,60,1
764,GO:0019748,secondary metabolic process,12,12,12,1
765,GO:0019751,polyol metabolic process,11,11,11,1
766,GO:0019752,carboxylic acid metabolic process,202,202,202,1
767,GO:0019835,cytolysis,1,1,1,1
768,GO:0019856,pyrimidine nucleobase biosynthetic proce...,6,6,6,1
769,GO:0019941,modification-dependent protein catabolic...,25,25,25,1
770,GO:0019953,sexual reproduction,1,1,1,1
771,GO:0022402,cell cycle process,19,19,19,1
772,GO:0022403,cell cycle phase,1,1,1,1
773,GO:0022406,membrane docking,2,2,2,1
774,GO:0022411,cellular component disassembly,2,2,2,1
775,GO:0022412,cellular process involved in reproductio...,1,1,1,1
776,GO:0022414,reproductive process,1,1,1,1
777,GO:0022607,cellular component assembly,72,72,72,1
778,GO:0022613,ribonucleoprotein complex biogenesis,35,35,35,1
779,GO:0022618,ribonucleoprotein complex assembly,4,4,4,1
780,GO:0022900,electron transport chain,22,22,22,1
781,GO:0022904,respiratory electron transport chain,4,4,4,1
782,GO:0023051,regulation of signaling,3,3,3,1
783,GO:0023052,signaling,151,151,151,1
784,GO:0023057,negative regulation of signaling,1,1,1,1
785,GO:0030001,metal ion transport,59,59,59,1
786,GO:0030003,cellular cation homeostasis,3,3,3,1
787,GO:0030029,actin filament-based process,9,9,9,1
788,GO:0030030,cell projection organization,6,6,6,1
789,GO:0030031,cell projection assembly,2,2,2,1
790,GO:0030036,actin cytoskeleton organization,9,9,9,1
791,GO:0030041,actin filament polymerization,2,2,2,1
792,GO:0030042,actin filament depolymerization,1,1,1,1
793,GO:0030071,regulation of mitotic metaphase/anaphase...,2,2,2,1
794,GO:0030091,protein repair,4,4,4,1
795,GO:0030111,regulation of Wnt signaling pathway,1,1,1,1
796,GO:0030150,protein import into mitochondrial matrix,3,3,3,1
797,GO:0030154,cell differentiation,1,1,1,1
798,GO:0030163,protein catabolic process,49,49,49,1
799,GO:0030166,proteoglycan biosynthetic process,1,1,1,1
800,GO:0030178,negative regulation of Wnt signaling pat...,1,1,1,1
801,GO:0030198,extracellular matrix organization,1,1,1,1
802,GO:0030201,heparan sulfate proteoglycan metabolic p...,1,1,1,1
803,GO:0030203,glycosaminoglycan metabolic process,1,1,1,1
804,GO:0030258,lipid modification,3,3,3,1
805,GO:0030261,chromosome condensation,6,6,6,1
806,GO:0030488,tRNA methylation,1,1,1,1
807,GO:0030493,bacteriochlorophyll metabolic process,1,1,1,1
808,GO:0030494,bacteriochlorophyll biosynthetic process,1,1,1,1
809,GO:0030704,vitelline membrane formation,1,1,1,1
810,GO:0030705,cytoskeleton-dependent intracellular tra...,4,4,4,1
811,GO:0030832,regulation of actin filament length,1,1,1,1
812,GO:0030833,regulation of actin filament polymerizat...,1,1,1,1
813,GO:0031023,microtubule organizing center organizati...,2,2,2,1
814,GO:0031047,gene silencing by RNA,1,1,1,1
815,GO:0031109,microtubule polymerization or depolymeri...,3,3,3,1
816,GO:0031122,cytoplasmic microtubule organization,2,2,2,1
817,GO:0031123,RNA 3'-end processing,4,4,4,1
818,GO:0031124,mRNA 3'-end processing,4,4,4,1
819,GO:0031163,metallo-sulfur cluster assembly,8,8,8,1
820,GO:0031167,rRNA methylation,1,1,1,1
821,GO:0031204,post-translational protein targeting to ...,2,2,2,1
822,GO:0031297,replication fork processing,1,1,1,1
823,GO:0031323,regulation of cellular metabolic process,197,197,197,1
824,GO:0031324,negative regulation of cellular metaboli...,7,7,7,1
825,GO:0031325,positive regulation of cellular metaboli...,5,5,5,1
826,GO:0031326,regulation of cellular biosynthetic proc...,184,184,184,1
827,GO:0031327,negative regulation of cellular biosynth...,6,6,6,1
828,GO:0031328,positive regulation of cellular biosynth...,1,1,1,1
829,GO:0031329,regulation of cellular catabolic process,2,2,2,1
830,GO:0031331,positive regulation of cellular cataboli...,2,2,2,1
831,GO:0031365,N-terminal protein amino acid modificati...,1,1,1,1
832,GO:0031399,regulation of protein modification proce...,7,7,7,1
833,GO:0031401,positive regulation of protein modificat...,2,2,2,1
834,GO:0031497,chromatin assembly,25,25,25,1
835,GO:0031503,protein-containing complex localization,5,5,5,1
836,GO:0031577,spindle checkpoint signaling,1,1,1,1
837,GO:0032011,ARF protein signal transduction,1,1,1,1
838,GO:0032012,regulation of ARF protein signal transdu...,1,1,1,1
839,GO:0032147,activation of protein kinase activity,2,2,2,1
840,GO:0032200,telomere organization,6,6,6,1
841,GO:0032259,methylation,18,18,18,1
842,GO:0032261,purine nucleotide salvage,1,1,1,1
843,GO:0032264,IMP salvage,1,1,1,1
844,GO:0032268,regulation of cellular protein metabolic...,14,14,14,1
845,GO:0032269,negative regulation of cellular protein ...,3,3,3,1
846,GO:0032270,positive regulation of cellular protein ...,2,2,2,1
847,GO:0032271,regulation of protein polymerization,1,1,1,1
848,GO:0032446,protein modification by small protein co...,25,25,25,1
849,GO:0032501,multicellular organismal process,297,297,297,1
850,GO:0032502,developmental process,5,5,5,1
851,GO:0032504,multicellular organism reproduction,1,1,1,1
852,GO:0032506,cytokinetic process,2,2,2,1
853,GO:0032507,maintenance of protein location in cell,3,3,3,1
854,GO:0032535,regulation of cellular component size,2,2,2,1
855,GO:0032768,regulation of monooxygenase activity,1,1,1,1
856,GO:0032774,RNA biosynthetic process,219,219,219,1
857,GO:0032784,regulation of DNA-templated transcriptio...,2,2,2,1
858,GO:0032786,positive regulation of DNA-templated tra...,1,1,1,1
859,GO:0032787,monocarboxylic acid metabolic process,51,51,51,1
860,GO:0032870,cellular response to hormone stimulus,8,8,8,1
861,GO:0032886,regulation of microtubule-based process,3,3,3,1
862,GO:0032940,secretion by cell,5,5,5,1
863,GO:0032954,regulation of cytokinetic process,1,1,1,1
864,GO:0032955,regulation of division septum assembly,1,1,1,1
865,GO:0032956,regulation of actin cytoskeleton organiz...,1,1,1,1
866,GO:0032957,inositol trisphosphate metabolic process,1,1,1,1
867,GO:0032968,positive regulation of transcription elo...,1,1,1,1
868,GO:0032970,regulation of actin filament-based proce...,1,1,1,1
869,GO:0032984,protein-containing complex disassembly,2,2,2,1
870,GO:0032989,cellular component morphogenesis,1,1,1,1
871,GO:0033013,tetrapyrrole metabolic process,40,40,40,1
872,GO:0033014,tetrapyrrole biosynthetic process,36,36,36,1
873,GO:0033015,tetrapyrrole catabolic process,3,3,3,1
874,GO:0033036,macromolecule localization,91,91,91,1
875,GO:0033043,regulation of organelle organization,6,6,6,1
876,GO:0033044,regulation of chromosome organization,2,2,2,1
877,GO:0033045,regulation of sister chromatid segregati...,2,2,2,1
878,GO:0033046,negative regulation of sister chromatid ...,1,1,1,1
879,GO:0033047,regulation of mitotic sister chromatid s...,1,1,1,1
880,GO:0033048,negative regulation of mitotic sister ch...,1,1,1,1
881,GO:0033260,nuclear DNA replication,1,1,1,1
882,GO:0033365,protein localization to organelle,23,23,23,1
883,GO:0033554,cellular response to stress,70,70,70,1
884,GO:0033674,positive regulation of kinase activity,2,2,2,1
885,GO:0033692,cellular polysaccharide biosynthetic pro...,9,9,9,1
886,GO:0033750,ribosome localization,1,1,1,1
887,GO:0033865,nucleoside bisphosphate metabolic proces...,9,9,9,1
888,GO:0033866,nucleoside bisphosphate biosynthetic pro...,5,5,5,1
889,GO:0033875,ribonucleoside bisphosphate metabolic pr...,9,9,9,1
890,GO:0033993,response to lipid,8,8,8,1
891,GO:0034030,ribonucleoside bisphosphate biosynthetic...,5,5,5,1
892,GO:0034032,purine nucleoside bisphosphate metabolic...,9,9,9,1
893,GO:0034033,purine nucleoside bisphosphate biosynthe...,5,5,5,1
894,GO:0034035,purine ribonucleoside bisphosphate metab...,3,3,3,1
895,GO:0034219,carbohydrate transmembrane transport,3,3,3,1
896,GO:0034220,ion transmembrane transport,29,29,29,1
897,GO:0034227,tRNA thio-modification,2,2,2,1
898,GO:0034243,regulation of transcription elongation f...,1,1,1,1
899,GO:0034248,regulation of cellular amide metabolic p...,7,7,7,1
900,GO:0034249,negative regulation of cellular amide me...,3,3,3,1
901,GO:0034308,primary alcohol metabolic process,7,7,7,1
902,GO:0034309,primary alcohol biosynthetic process,5,5,5,1
903,GO:0034311,diol metabolic process,3,3,3,1
904,GO:0034312,diol biosynthetic process,3,3,3,1
905,GO:0034314,Arp2/3 complex-mediated actin nucleation,3,3,3,1
906,GO:0034404,nucleobase-containing small molecule bio...,4,4,4,1
907,GO:0034440,lipid oxidation,3,3,3,1
908,GO:0034453,microtubule anchoring,1,1,1,1
909,GO:0034470,ncRNA processing,41,41,41,1
910,GO:0034504,protein localization to nucleus,1,1,1,1
911,GO:0034508,centromere complex assembly,1,1,1,1
912,GO:0034599,cellular response to oxidative stress,2,2,2,1
913,GO:0034613,cellular protein localization,68,68,68,1
914,GO:0034614,cellular response to reactive oxygen spe...,2,2,2,1
915,GO:0034637,cellular carbohydrate biosynthetic proce...,11,11,11,1
916,GO:0034641,cellular nitrogen compound metabolic pro...,949,949,949,1
917,GO:0034645,cellular macromolecule biosynthetic proc...,239,239,239,1
918,GO:0034654,nucleobase-containing compound biosynthe...,345,345,345,1
919,GO:0034655,nucleobase-containing compound catabolic...,7,7,7,1
920,GO:0034660,ncRNA metabolic process,78,78,78,1
921,GO:0034728,nucleosome organization,26,26,26,1
922,GO:0034755,iron ion transmembrane transport,1,1,1,1
923,GO:0035082,axoneme assembly,1,1,1,1
924,GO:0035194,post-transcriptional gene silencing by R...,1,1,1,1
925,GO:0035383,thioester metabolic process,3,3,3,1
926,GO:0035384,thioester biosynthetic process,3,3,3,1
927,GO:0035434,copper ion transmembrane transport,5,5,5,1
928,GO:0035437,maintenance of protein localization in e...,3,3,3,1
929,GO:0035556,intracellular signal transduction,83,83,83,1
930,GO:0035592,establishment of protein localization to...,2,2,2,1
931,GO:0035601,protein deacylation,3,3,3,1
932,GO:0035735,intraciliary transport involved in ciliu...,1,1,1,1
933,GO:0035803,egg coat formation,1,1,1,1
934,GO:0036158,outer dynein arm assembly,1,1,1,1
935,GO:0036211,protein modification process,460,460,460,1
936,GO:0036260,RNA capping,1,1,1,1
937,GO:0039663,membrane fusion involved in viral entry ...,2,2,2,1
938,GO:0040011,locomotion,2,2,2,1
939,GO:0042026,protein refolding,11,11,11,1
940,GO:0042073,intraciliary transport,4,4,4,1
941,GO:0042126,nitrate metabolic process,2,2,2,1
942,GO:0042128,nitrate assimilation,2,2,2,1
943,GO:0042147,retrograde transport, endosome to Golgi,1,1,1,1
944,GO:0042157,lipoprotein metabolic process,4,4,4,1
945,GO:0042158,lipoprotein biosynthetic process,4,4,4,1
946,GO:0042168,heme metabolic process,5,5,5,1
947,GO:0042176,regulation of protein catabolic process,2,2,2,1
948,GO:0042180,cellular ketone metabolic process,7,7,7,1
949,GO:0042181,ketone biosynthetic process,5,5,5,1
950,GO:0042182,ketone catabolic process,2,2,2,1
951,GO:0042218,1-aminocyclopropane-1-carboxylate biosyn...,2,2,2,1
952,GO:0042221,response to chemical,18,18,18,1
953,GO:0042254,ribosome biogenesis,31,31,31,1
954,GO:0042255,ribosome assembly,1,1,1,1
955,GO:0042256,mature ribosome assembly,1,1,1,1
956,GO:0042273,ribosomal large subunit biogenesis,1,1,1,1
957,GO:0042278,purine nucleoside metabolic process,3,3,3,1
958,GO:0042309,homoiothermy,294,294,294,1
959,GO:0042325,regulation of phosphorylation,8,8,8,1
960,GO:0042327,positive regulation of phosphorylation,2,2,2,1
