GO.ID,Term,Annotated,Significant,Expected,classic
477,GO:0006069,ethanol oxidation,3,2,0.94,0.23384
478,GO:0006432,phenylalanyl-tRNA aminoacylation,3,2,0.94,0.23384
479,GO:0006546,glycine catabolic process,3,2,0.94,0.23384
480,GO:0006621,protein retention in ER lumen,3,2,0.94,0.23384
481,GO:0006826,iron ion transport,3,2,0.94,0.23384
482,GO:0006879,cellular iron ion homeostasis,3,2,0.94,0.23384
483,GO:0007033,vacuole organization,3,2,0.94,0.23384
484,GO:0009071,serine family amino acid catabolic proce...,3,2,0.94,0.23384
485,GO:0009221,pyrimidine deoxyribonucleotide biosynthe...,3,2,0.94,0.23384
486,GO:0009263,deoxyribonucleotide biosynthetic process,3,2,0.94,0.23384
487,GO:0009265,2'-deoxyribonucleotide biosynthetic proc...,3,2,0.94,0.23384
488,GO:0009812,flavonoid metabolic process,3,2,0.94,0.23384
489,GO:0009813,flavonoid biosynthetic process,3,2,0.94,0.23384
490,GO:0010639,negative regulation of organelle organiz...,3,2,0.94,0.23384
491,GO:0015851,nucleobase transport,3,2,0.94,0.23384
492,GO:0018196,peptidyl-asparagine modification,3,2,0.94,0.23384
493,GO:0018279,protein N-linked glycosylation via aspar...,3,2,0.94,0.23384
494,GO:0018871,1-aminocyclopropane-1-carboxylate metabo...,3,2,0.94,0.23384
495,GO:0030150,protein import into mitochondrial matrix,3,2,0.94,0.23384
496,GO:0032507,maintenance of protein location in cell,3,2,0.94,0.23384
497,GO:0035437,maintenance of protein localization in e...,3,2,0.94,0.23384
498,GO:0040011,locomotion,3,2,0.94,0.23384
499,GO:0042126,nitrate metabolic process,3,2,0.94,0.23384
500,GO:0042128,nitrate assimilation,3,2,0.94,0.23384
501,GO:0042218,1-aminocyclopropane-1-carboxylate biosyn...,3,2,0.94,0.23384
502,GO:0042435,indole-containing compound biosynthetic ...,3,2,0.94,0.23384
503,GO:0045005,DNA-templated DNA replication maintenanc...,3,2,0.94,0.23384
504,GO:0045185,maintenance of protein location,3,2,0.94,0.23384
505,GO:0046219,indolalkylamine biosynthetic process,3,2,0.94,0.23384
506,GO:0046385,deoxyribose phosphate biosynthetic proce...,3,2,0.94,0.23384
507,GO:0048870,cell motility,3,2,0.94,0.23384
508,GO:0051129,negative regulation of cellular componen...,3,2,0.94,0.23384
509,GO:0051235,maintenance of location,3,2,0.94,0.23384
510,GO:0051606,detection of stimulus,3,2,0.94,0.23384
511,GO:0051651,maintenance of location in cell,3,2,0.94,0.23384
512,GO:0051674,localization of cell,3,2,0.94,0.23384
513,GO:0055072,iron ion homeostasis,3,2,0.94,0.23384
514,GO:0071941,nitrogen cycle metabolic process,3,2,0.94,0.23384
515,GO:0072595,maintenance of protein localization in o...,3,2,0.94,0.23384
516,GO:2001057,reactive nitrogen species metabolic proc...,3,2,0.94,0.23384
517,GO:0009126,purine nucleoside monophosphate metaboli...,11,5,3.45,0.24197
518,GO:0009127,purine nucleoside monophosphate biosynth...,11,5,3.45,0.24197
519,GO:0009167,purine ribonucleoside monophosphate meta...,11,5,3.45,0.24197
520,GO:0009168,purine ribonucleoside monophosphate bios...,11,5,3.45,0.24197
521,GO:0034308,primary alcohol metabolic process,11,5,3.45,0.24197
522,GO:0046165,alcohol biosynthetic process,11,5,3.45,0.24197
523,GO:0006486,protein glycosylation,14,6,4.4,0.25589
524,GO:0010564,regulation of cell cycle process,14,6,4.4,0.25589
525,GO:0033865,nucleoside bisphosphate metabolic proces...,14,6,4.4,0.25589
526,GO:0033875,ribonucleoside bisphosphate metabolic pr...,14,6,4.4,0.25589
527,GO:0034032,purine nucleoside bisphosphate metabolic...,14,6,4.4,0.25589
528,GO:0043413,macromolecule glycosylation,14,6,4.4,0.25589
529,GO:0006073,cellular glucan metabolic process,17,7,5.34,0.26532
530,GO:0044042,glucan metabolic process,17,7,5.34,0.26532
531,GO:1901361,organic cyclic compound catabolic proces...,23,9,7.22,0.27670
532,GO:0072594,establishment of protein localization to...,26,10,8.16,0.28014
533,GO:0000910,cytokinesis,6,3,1.88,0.28199
534,GO:0006189,'de novo' IMP biosynthetic process,6,3,1.88,0.28199
535,GO:0006415,translational termination,6,3,1.88,0.28199
536,GO:0007051,spindle organization,6,3,1.88,0.28199
537,GO:0009119,ribonucleoside metabolic process,6,3,1.88,0.28199
538,GO:0035434,copper ion transmembrane transport,6,3,1.88,0.28199
539,GO:0051301,cell division,6,3,1.88,0.28199
540,GO:0140694,non-membrane-bounded organelle assembly,6,3,1.88,0.28199
541,GO:1901700,response to oxygen-containing compound,6,3,1.88,0.28199
542,GO:1901701,cellular response to oxygen-containing c...,6,3,1.88,0.28199
543,GO:0008654,phospholipid biosynthetic process,29,11,9.11,0.28262
544,GO:0006811,ion transport,225,75,70.65,0.28468
545,GO:0006188,IMP biosynthetic process,9,4,2.83,0.30289
546,GO:0030091,protein repair,9,4,2.83,0.30289
547,GO:0046040,IMP metabolic process,9,4,2.83,0.30289
548,GO:0046854,phosphatidylinositol phosphate biosynthe...,9,4,2.83,0.30289
549,GO:0051604,protein maturation,9,4,2.83,0.30289
550,GO:0000255,allantoin metabolic process,1,1,0.31,0.31401
551,GO:0000256,allantoin catabolic process,1,1,0.31,0.31401
552,GO:0000288,nuclear-transcribed mRNA catabolic proce...,1,1,0.31,0.31401
553,GO:0000290,deadenylation-dependent decapping of nuc...,1,1,0.31,0.31401
554,GO:0000918,division septum site selection,1,1,0.31,0.31401
555,GO:0003341,cilium movement,1,1,0.31,0.31401
556,GO:0006007,glucose catabolic process,1,1,0.31,0.31401
557,GO:0006011,UDP-glucose metabolic process,1,1,0.31,0.31401
558,GO:0006021,inositol biosynthetic process,1,1,0.31,0.31401
559,GO:0006023,aminoglycan biosynthetic process,1,1,0.31,0.31401
560,GO:0006024,glycosaminoglycan biosynthetic process,1,1,0.31,0.31401
561,GO:0006029,proteoglycan metabolic process,1,1,0.31,0.31401
562,GO:0006097,glyoxylate cycle,1,1,0.31,0.31401
563,GO:0006101,citrate metabolic process,1,1,0.31,0.31401
564,GO:0006102,isocitrate metabolic process,1,1,0.31,0.31401
565,GO:0006123,mitochondrial electron transport, cytoch...,1,1,0.31,0.31401
566,GO:0006145,purine nucleobase catabolic process,1,1,0.31,0.31401
567,GO:0006147,guanine catabolic process,1,1,0.31,0.31401
568,GO:0006168,adenine salvage,1,1,0.31,0.31401
569,GO:0006177,GMP biosynthetic process,1,1,0.31,0.31401
570,GO:0006208,pyrimidine nucleobase catabolic process,1,1,0.31,0.31401
571,GO:0006222,UMP biosynthetic process,1,1,0.31,0.31401
572,GO:0006231,dTMP biosynthetic process,1,1,0.31,0.31401
573,GO:0006420,arginyl-tRNA aminoacylation,1,1,0.31,0.31401
574,GO:0006421,asparaginyl-tRNA aminoacylation,1,1,0.31,0.31401
575,GO:0006422,aspartyl-tRNA aminoacylation,1,1,0.31,0.31401
576,GO:0006425,glutaminyl-tRNA aminoacylation,1,1,0.31,0.31401
577,GO:0006429,leucyl-tRNA aminoacylation,1,1,0.31,0.31401
578,GO:0006449,regulation of translational termination,1,1,0.31,0.31401
579,GO:0006452,translational frameshifting,1,1,0.31,0.31401
580,GO:0006545,glycine biosynthetic process,1,1,0.31,0.31401
581,GO:0006556,S-adenosylmethionine biosynthetic proces...,1,1,0.31,0.31401
582,GO:0006559,L-phenylalanine catabolic process,1,1,0.31,0.31401
583,GO:0006571,tyrosine biosynthetic process,1,1,0.31,0.31401
584,GO:0006597,spermine biosynthetic process,1,1,0.31,0.31401
585,GO:0006730,one-carbon metabolic process,1,1,0.31,0.31401
586,GO:0006768,biotin metabolic process,1,1,0.31,0.31401
587,GO:0006809,nitric oxide biosynthetic process,1,1,0.31,0.31401
588,GO:0006878,cellular copper ion homeostasis,1,1,0.31,0.31401
589,GO:0006884,cell volume homeostasis,1,1,0.31,0.31401
590,GO:0007008,outer mitochondrial membrane organizatio...,1,1,0.31,0.31401
591,GO:0007029,endoplasmic reticulum organization,1,1,0.31,0.31401
592,GO:0007098,centrosome cycle,1,1,0.31,0.31401
593,GO:0007166,cell surface receptor signaling pathway,1,1,0.31,0.31401
594,GO:0008156,negative regulation of DNA replication,1,1,0.31,0.31401
595,GO:0008215,spermine metabolic process,1,1,0.31,0.31401
596,GO:0008216,spermidine metabolic process,1,1,0.31,0.31401
597,GO:0008295,spermidine biosynthetic process,1,1,0.31,0.31401
598,GO:0008361,regulation of cell size,1,1,0.31,0.31401
599,GO:0008535,respiratory chain complex IV assembly,1,1,0.31,0.31401
600,GO:0009074,aromatic amino acid family catabolic pro...,1,1,0.31,0.31401
601,GO:0009094,L-phenylalanine biosynthetic process,1,1,0.31,0.31401
602,GO:0009102,biotin biosynthetic process,1,1,0.31,0.31401
603,GO:0009157,deoxyribonucleoside monophosphate biosyn...,1,1,0.31,0.31401
604,GO:0009162,deoxyribonucleoside monophosphate metabo...,1,1,0.31,0.31401
605,GO:0009173,pyrimidine ribonucleoside monophosphate ...,1,1,0.31,0.31401
606,GO:0009174,pyrimidine ribonucleoside monophosphate ...,1,1,0.31,0.31401
607,GO:0009176,pyrimidine deoxyribonucleoside monophosp...,1,1,0.31,0.31401
608,GO:0009177,pyrimidine deoxyribonucleoside monophosp...,1,1,0.31,0.31401
609,GO:0009200,deoxyribonucleoside triphosphate metabol...,1,1,0.31,0.31401
610,GO:0009211,pyrimidine deoxyribonucleoside triphosph...,1,1,0.31,0.31401
611,GO:0009245,lipid A biosynthetic process,1,1,0.31,0.31401
612,GO:0009264,deoxyribonucleotide catabolic process,1,1,0.31,0.31401
613,GO:0009432,SOS response,1,1,0.31,0.31401
614,GO:0009968,negative regulation of signal transducti...,1,1,0.31,0.31401
615,GO:0010024,phytochromobilin biosynthetic process,1,1,0.31,0.31401
616,GO:0010109,regulation of photosynthesis,1,1,0.31,0.31401
617,GO:0010628,positive regulation of gene expression,1,1,0.31,0.31401
618,GO:0010648,negative regulation of cell communicatio...,1,1,0.31,0.31401
619,GO:0010824,regulation of centrosome duplication,1,1,0.31,0.31401
620,GO:0010826,negative regulation of centrosome duplic...,1,1,0.31,0.31401
621,GO:0015012,heparan sulfate proteoglycan biosyntheti...,1,1,0.31,0.31401
622,GO:0015703,chromate transport,1,1,0.31,0.31401
623,GO:0015780,nucleotide-sugar transmembrane transport,1,1,0.31,0.31401
624,GO:0016055,Wnt signaling pathway,1,1,0.31,0.31401
625,GO:0016125,sterol metabolic process,1,1,0.31,0.31401
626,GO:0016441,post-transcriptional gene silencing,1,1,0.31,0.31401
627,GO:0016480,negative regulation of transcription by ...,1,1,0.31,0.31401
628,GO:0018195,peptidyl-arginine modification,1,1,0.31,0.31401
629,GO:0018216,peptidyl-arginine methylation,1,1,0.31,0.31401
630,GO:0019307,mannose biosynthetic process,1,1,0.31,0.31401
631,GO:0019310,inositol catabolic process,1,1,0.31,0.31401
632,GO:0019320,hexose catabolic process,1,1,0.31,0.31401
633,GO:0019419,sulfate reduction,1,1,0.31,0.31401
634,GO:0019464,glycine decarboxylation via glycine clea...,1,1,0.31,0.31401
635,GO:0023057,negative regulation of signaling,1,1,0.31,0.31401
636,GO:0030111,regulation of Wnt signaling pathway,1,1,0.31,0.31401
637,GO:0030166,proteoglycan biosynthetic process,1,1,0.31,0.31401
638,GO:0030178,negative regulation of Wnt signaling pat...,1,1,0.31,0.31401
639,GO:0030201,heparan sulfate proteoglycan metabolic p...,1,1,0.31,0.31401
640,GO:0030243,cellulose metabolic process,1,1,0.31,0.31401
641,GO:0030244,cellulose biosynthetic process,1,1,0.31,0.31401
642,GO:0030493,bacteriochlorophyll metabolic process,1,1,0.31,0.31401
643,GO:0030494,bacteriochlorophyll biosynthetic process,1,1,0.31,0.31401
644,GO:0031047,gene silencing by RNA,1,1,0.31,0.31401
645,GO:0031297,replication fork processing,1,1,0.31,0.31401
646,GO:0032768,regulation of monooxygenase activity,1,1,0.31,0.31401
647,GO:0033260,nuclear DNA replication,1,1,0.31,0.31401
648,GO:0034250,positive regulation of cellular amide me...,1,1,0.31,0.31401
649,GO:0034508,centromere complex assembly,1,1,0.31,0.31401
650,GO:0035194,post-transcriptional gene silencing by R...,1,1,0.31,0.31401
651,GO:0035246,peptidyl-arginine N-methylation,1,1,0.31,0.31401
652,GO:0035735,intraciliary transport involved in ciliu...,1,1,0.31,0.31401
653,GO:0042255,ribosome assembly,1,1,0.31,0.31401
654,GO:0042256,mature ribosome assembly,1,1,0.31,0.31401
655,GO:0042450,arginine biosynthetic process via ornith...,1,1,0.31,0.31401
656,GO:0042548,regulation of photosynthesis, light reac...,1,1,0.31,0.31401
657,GO:0042549,photosystem II stabilization,1,1,0.31,0.31401
658,GO:0043096,purine nucleobase salvage,1,1,0.31,0.31401
659,GO:0043243,positive regulation of protein-containin...,1,1,0.31,0.31401
660,GO:0043244,regulation of protein-containing complex...,1,1,0.31,0.31401
661,GO:0043467,regulation of generation of precursor me...,1,1,0.31,0.31401
662,GO:0043487,regulation of RNA stability,1,1,0.31,0.31401
663,GO:0043488,regulation of mRNA stability,1,1,0.31,0.31401
664,GO:0043605,cellular amide catabolic process,1,1,0.31,0.31401
665,GO:0043967,histone H4 acetylation,1,1,0.31,0.31401
666,GO:0043968,histone H2A acetylation,1,1,0.31,0.31401
667,GO:0044205,'de novo' UMP biosynthetic process,1,1,0.31,0.31401
668,GO:0044786,cell cycle DNA replication,1,1,0.31,0.31401
669,GO:0045036,protein targeting to chloroplast,1,1,0.31,0.31401
670,GO:0045038,protein import into chloroplast thylakoi...,1,1,0.31,0.31401
671,GO:0045040,protein insertion into mitochondrial out...,1,1,0.31,0.31401
672,GO:0045727,positive regulation of translation,1,1,0.31,0.31401
673,GO:0045901,positive regulation of translational elo...,1,1,0.31,0.31401
674,GO:0045905,positive regulation of translational ter...,1,1,0.31,0.31401
675,GO:0046037,GMP metabolic process,1,1,0.31,0.31401
676,GO:0046049,UMP metabolic process,1,1,0.31,0.31401
677,GO:0046073,dTMP metabolic process,1,1,0.31,0.31401
678,GO:0046080,dUTP metabolic process,1,1,0.31,0.31401
679,GO:0046083,adenine metabolic process,1,1,0.31,0.31401
680,GO:0046084,adenine biosynthetic process,1,1,0.31,0.31401
681,GO:0046098,guanine metabolic process,1,1,0.31,0.31401
682,GO:0046164,alcohol catabolic process,1,1,0.31,0.31401
683,GO:0046174,polyol catabolic process,1,1,0.31,0.31401
684,GO:0046209,nitric oxide metabolic process,1,1,0.31,0.31401
685,GO:0046365,monosaccharide catabolic process,1,1,0.31,0.31401
686,GO:0046487,glyoxylate metabolic process,1,1,0.31,0.31401
687,GO:0046493,lipid A metabolic process,1,1,0.31,0.31401
688,GO:0046500,S-adenosylmethionine metabolic process,1,1,0.31,0.31401
689,GO:0046605,regulation of centrosome cycle,1,1,0.31,0.31401
690,GO:0046606,negative regulation of centrosome cycle,1,1,0.31,0.31401
691,GO:0048268,clathrin coat assembly,1,1,0.31,0.31401
692,GO:0048478,replication fork protection,1,1,0.31,0.31401
693,GO:0048585,negative regulation of response to stimu...,1,1,0.31,0.31401
694,GO:0050779,RNA destabilization,1,1,0.31,0.31401
695,GO:0050999,regulation of nitric-oxide synthase acti...,1,1,0.31,0.31401
696,GO:0051014,actin filament severing,1,1,0.31,0.31401
697,GO:0051130,positive regulation of cellular componen...,1,1,0.31,0.31401
698,GO:0051202,phytochromobilin metabolic process,1,1,0.31,0.31401
699,GO:0051298,centrosome duplication,1,1,0.31,0.31401
700,GO:0051341,regulation of oxidoreductase activity,1,1,0.31,0.31401
701,GO:0051382,kinetochore assembly,1,1,0.31,0.31401
702,GO:0051383,kinetochore organization,1,1,0.31,0.31401
703,GO:0051494,negative regulation of cytoskeleton orga...,1,1,0.31,0.31401
704,GO:0060070,canonical Wnt signaling pathway,1,1,0.31,0.31401
705,GO:0060828,regulation of canonical Wnt signaling pa...,1,1,0.31,0.31401
706,GO:0061013,regulation of mRNA catabolic process,1,1,0.31,0.31401
707,GO:0061014,positive regulation of mRNA catabolic pr...,1,1,0.31,0.31401
708,GO:0061157,mRNA destabilization,1,1,0.31,0.31401
709,GO:0070070,proton-transporting V-type ATPase comple...,1,1,0.31,0.31401
710,GO:0070072,vacuolar proton-transporting V-type ATPa...,1,1,0.31,0.31401
711,GO:0071266,'de novo' L-methionine biosynthetic proc...,1,1,0.31,0.31401
712,GO:0072523,purine-containing compound catabolic pro...,1,1,0.31,0.31401
713,GO:0072596,establishment of protein localization to...,1,1,0.31,0.31401
714,GO:0072598,protein localization to chloroplast,1,1,0.31,0.31401
715,GO:0090090,negative regulation of canonical Wnt sig...,1,1,0.31,0.31401
716,GO:0090329,regulation of DNA-templated DNA replicat...,1,1,0.31,0.31401
717,GO:0110154,RNA decapping,1,1,0.31,0.31401
718,GO:0110156,methylguanosine-cap decapping,1,1,0.31,0.31401
719,GO:0198738,cell-cell signaling by wnt,1,1,0.31,0.31401
720,GO:1901269,lipooligosaccharide metabolic process,1,1,0.31,0.31401
721,GO:1901271,lipooligosaccharide biosynthetic process,1,1,0.31,0.31401
722,GO:1901616,organic hydroxy compound catabolic proce...,1,1,0.31,0.31401
723,GO:1902222,erythrose 4-phosphate/phosphoenolpyruvat...,1,1,0.31,0.31401
724,GO:1902223,erythrose 4-phosphate/phosphoenolpyruvat...,1,1,0.31,0.31401
725,GO:1902298,cell cycle DNA replication maintenance o...,1,1,0.31,0.31401
726,GO:1902652,secondary alcohol metabolic process,1,1,0.31,0.31401
727,GO:1902969,mitotic DNA replication,1,1,0.31,0.31401
728,GO:1903313,positive regulation of mRNA metabolic pr...,1,1,0.31,0.31401
729,GO:1905114,cell surface receptor signaling pathway ...,1,1,0.31,0.31401
730,GO:1990426,mitotic recombination-dependent replicat...,1,1,0.31,0.31401
731,GO:1990505,mitotic DNA replication maintenance of f...,1,1,0.31,0.31401
732,GO:2000104,negative regulation of DNA-templated DNA...,1,1,0.31,0.31401
733,GO:0016311,dephosphorylation,63,22,19.78,0.31520
734,GO:0044257,cellular protein catabolic process,57,20,17.9,0.31828
735,GO:0051603,proteolysis involved in cellular protein...,57,20,17.9,0.31828
736,GO:0032940,secretion by cell,15,6,4.71,0.32050
737,GO:0046903,secretion,15,6,4.71,0.32050
738,GO:0051128,regulation of cellular component organiz...,15,6,4.71,0.32050
739,GO:0140352,export from cell,15,6,4.71,0.32050
740,GO:0044264,cellular polysaccharide metabolic proces...,18,7,5.65,0.32435
741,GO:0009110,vitamin biosynthetic process,36,13,11.3,0.32709
742,GO:0051246,regulation of protein metabolic process,24,9,7.54,0.32779
743,GO:0006605,protein targeting,30,11,9.42,0.32821
744,GO:0055086,nucleobase-containing small molecule met...,319,104,100.17,0.33777
745,GO:0019538,protein metabolic process,1551,494,487.03,0.33979
746,GO:0034641,cellular nitrogen compound metabolic pro...,1696,539,532.56,0.35619
747,GO:0009057,macromolecule catabolic process,111,37,34.86,0.36309
748,GO:0006766,vitamin metabolic process,37,13,11.62,0.36980
749,GO:0042364,water-soluble vitamin biosynthetic proce...,34,12,10.68,0.37247
750,GO:0005977,glycogen metabolic process,4,2,1.26,0.37308
751,GO:0006012,galactose metabolic process,4,2,1.26,0.37308
752,GO:0006112,energy reserve metabolic process,4,2,1.26,0.37308
753,GO:0006303,double-strand break repair via nonhomolo...,4,2,1.26,0.37308
754,GO:0006487,protein N-linked glycosylation,4,2,1.26,0.37308
755,GO:0006635,fatty acid beta-oxidation,4,2,1.26,0.37308
756,GO:0006749,glutathione metabolic process,4,2,1.26,0.37308
757,GO:0009062,fatty acid catabolic process,4,2,1.26,0.37308
758,GO:0016573,histone acetylation,4,2,1.26,0.37308
759,GO:0019395,fatty acid oxidation,4,2,1.26,0.37308
760,GO:0034440,lipid oxidation,4,2,1.26,0.37308
761,GO:0042822,pyridoxal phosphate metabolic process,4,2,1.26,0.37308
762,GO:0042823,pyridoxal phosphate biosynthetic process,4,2,1.26,0.37308
763,GO:0046173,polyol biosynthetic process,4,2,1.26,0.37308
764,GO:0046184,aldehyde biosynthetic process,4,2,1.26,0.37308
765,GO:0072329,monocarboxylic acid catabolic process,4,2,1.26,0.37308
766,GO:1903311,regulation of mRNA metabolic process,4,2,1.26,0.37308
767,GO:0019439,aromatic compound catabolic process,22,8,6.91,0.38286
768,GO:0044270,cellular nitrogen compound catabolic pro...,22,8,6.91,0.38286
769,GO:0046700,heterocycle catabolic process,22,8,6.91,0.38286
770,GO:0009228,thiamine biosynthetic process,7,3,2.2,0.38488
771,GO:0009236,cobalamin biosynthetic process,7,3,2.2,0.38488
772,GO:0010948,negative regulation of cell cycle proces...,7,3,2.2,0.38488
773,GO:0022411,cellular component disassembly,7,3,2.2,0.38488
774,GO:0032984,protein-containing complex disassembly,7,3,2.2,0.38488
775,GO:0034309,primary alcohol biosynthetic process,7,3,2.2,0.38488
776,GO:0044743,protein transmembrane import into intrac...,7,3,2.2,0.38488
777,GO:0045786,negative regulation of cell cycle,7,3,2.2,0.38488
778,GO:0070085,glycosylation,16,6,5.02,0.38701
779,GO:0070588,calcium ion transmembrane transport,16,6,5.02,0.38701
780,GO:0006265,DNA topological change,10,4,3.14,0.38806
781,GO:0071103,DNA conformation change,10,4,3.14,0.38806
782,GO:0016226,iron-sulfur cluster assembly,13,5,4.08,0.38821
783,GO:0031163,metallo-sulfur cluster assembly,13,5,4.08,0.38821
784,GO:0050790,regulation of catalytic activity,13,5,4.08,0.38821
785,GO:0097435,supramolecular fiber organization,13,5,4.08,0.38821
786,GO:0006470,protein dephosphorylation,56,19,17.58,0.38940
787,GO:0044267,cellular protein metabolic process,1321,419,414.81,0.40123
788,GO:0044262,cellular carbohydrate metabolic process,44,15,13.82,0.40458
789,GO:0018193,peptidyl-amino acid modification,69,23,21.67,0.40817
790,GO:0016192,vesicle-mediated transport,91,30,28.58,0.41159
791,GO:0006508,proteolysis,277,89,86.98,0.41744
792,GO:0006767,water-soluble vitamin metabolic process,35,12,10.99,0.41780
793,GO:0044265,cellular macromolecule catabolic process,82,27,25.75,0.42317
794,GO:0000375,RNA splicing, via transesterification re...,26,9,8.16,0.43345
795,GO:0000377,RNA splicing, via transesterification re...,26,9,8.16,0.43345
796,GO:0000398,mRNA splicing, via spliceosome,26,9,8.16,0.43345
797,GO:0006414,translational elongation,17,6,5.34,0.45339
798,GO:0042559,pteridine-containing compound biosynthet...,14,5,4.4,0.46173
799,GO:0065009,regulation of molecular function,14,5,4.4,0.46173
800,GO:0070972,protein localization to endoplasmic reti...,14,5,4.4,0.46173
801,GO:0009396,folic acid-containing compound biosynthe...,11,4,3.45,0.47154
802,GO:0018205,peptidyl-lysine modification,11,4,3.45,0.47154
803,GO:0006772,thiamine metabolic process,8,3,2.51,0.48372
804,GO:0006914,autophagy,8,3,2.51,0.48372
805,GO:0009235,cobalamin metabolic process,8,3,2.51,0.48372
806,GO:0042723,thiamine-containing compound metabolic p...,8,3,2.51,0.48372
807,GO:0042724,thiamine-containing compound biosyntheti...,8,3,2.51,0.48372
808,GO:0045859,regulation of protein kinase activity,8,3,2.51,0.48372
809,GO:0051493,regulation of cytoskeleton organization,8,3,2.51,0.48372
810,GO:0061919,process utilizing autophagic mechanism,8,3,2.51,0.48372
811,GO:0000272,polysaccharide catabolic process,5,2,1.57,0.50045
812,GO:0000917,division septum assembly,5,2,1.57,0.50045
813,GO:0006473,protein acetylation,5,2,1.57,0.50045
814,GO:0006475,internal protein amino acid acetylation,5,2,1.57,0.50045
815,GO:0009166,nucleotide catabolic process,5,2,1.57,0.50045
816,GO:0009312,oligosaccharide biosynthetic process,5,2,1.57,0.50045
817,GO:0018393,internal peptidyl-lysine acetylation,5,2,1.57,0.50045
818,GO:0018394,peptidyl-lysine acetylation,5,2,1.57,0.50045
819,GO:0032506,cytokinetic process,5,2,1.57,0.50045
820,GO:0044242,cellular lipid catabolic process,5,2,1.57,0.50045
821,GO:0090529,cell septum assembly,5,2,1.57,0.50045
822,GO:1901292,nucleoside phosphate catabolic process,5,2,1.57,0.50045
823,GO:1990542,mitochondrial transmembrane transport,5,2,1.57,0.50045
824,GO:0006661,phosphatidylinositol biosynthetic proces...,18,6,5.65,0.51791
825,GO:0046474,glycerophospholipid biosynthetic process,18,6,5.65,0.51791
826,GO:0006066,alcohol metabolic process,31,10,9.73,0.52656
827,GO:0000087,mitotic M phase,2,1,0.63,0.52946
828,GO:0000245,spliceosomal complex assembly,2,1,0.63,0.52946
829,GO:0000279,M phase,2,1,0.63,0.52946
830,GO:0001539,cilium or flagellum-dependent cell motil...,2,1,0.63,0.52946
831,GO:0001578,microtubule bundle formation,2,1,0.63,0.52946
832,GO:0006013,mannose metabolic process,2,1,0.63,0.52946
833,GO:0006233,dTDP biosynthetic process,2,1,0.63,0.52946
834,GO:0006359,regulation of transcription by RNA polym...,2,1,0.63,0.52946
835,GO:0006376,mRNA splice site selection,2,1,0.63,0.52946
836,GO:0006378,mRNA polyadenylation,2,1,0.63,0.52946
837,GO:0006426,glycyl-tRNA aminoacylation,2,1,0.63,0.52946
838,GO:0006428,isoleucyl-tRNA aminoacylation,2,1,0.63,0.52946
839,GO:0006431,methionyl-tRNA aminoacylation,2,1,0.63,0.52946
840,GO:0006433,prolyl-tRNA aminoacylation,2,1,0.63,0.52946
841,GO:0006665,sphingolipid metabolic process,2,1,0.63,0.52946
842,GO:0006775,fat-soluble vitamin metabolic process,2,1,0.63,0.52946
843,GO:0006788,heme oxidation,2,1,0.63,0.52946
844,GO:0007088,regulation of mitotic nuclear division,2,1,0.63,0.52946
845,GO:0007093,mitotic cell cycle checkpoint signaling,2,1,0.63,0.52946
846,GO:0007094,mitotic spindle assembly checkpoint sign...,2,1,0.63,0.52946
847,GO:0007267,cell-cell signaling,2,1,0.63,0.52946
848,GO:0009133,nucleoside diphosphate biosynthetic proc...,2,1,0.63,0.52946
849,GO:0009138,pyrimidine nucleoside diphosphate metabo...,2,1,0.63,0.52946
850,GO:0009139,pyrimidine nucleoside diphosphate biosyn...,2,1,0.63,0.52946
851,GO:0009189,deoxyribonucleoside diphosphate biosynth...,2,1,0.63,0.52946
852,GO:0009196,pyrimidine deoxyribonucleoside diphospha...,2,1,0.63,0.52946
853,GO:0009197,pyrimidine deoxyribonucleoside diphospha...,2,1,0.63,0.52946
854,GO:0009443,pyridoxal 5'-phosphate salvage,2,1,0.63,0.52946
855,GO:0009445,putrescine metabolic process,2,1,0.63,0.52946
856,GO:0009446,putrescine biosynthetic process,2,1,0.63,0.52946
857,GO:0009896,positive regulation of catabolic process,2,1,0.63,0.52946
858,GO:0009991,response to extracellular stimulus,2,1,0.63,0.52946
859,GO:0010189,vitamin E biosynthetic process,2,1,0.63,0.52946
860,GO:0010256,endomembrane system organization,2,1,0.63,0.52946
861,GO:0022403,cell cycle phase,2,1,0.63,0.52946
862,GO:0030203,glycosaminoglycan metabolic process,2,1,0.63,0.52946
863,GO:0031023,microtubule organizing center organizati...,2,1,0.63,0.52946
864,GO:0031329,regulation of cellular catabolic process,2,1,0.63,0.52946
865,GO:0031331,positive regulation of cellular cataboli...,2,1,0.63,0.52946
866,GO:0031577,spindle checkpoint signaling,2,1,0.63,0.52946
867,GO:0031668,cellular response to extracellular stimu...,2,1,0.63,0.52946
868,GO:0032954,regulation of cytokinetic process,2,1,0.63,0.52946
869,GO:0032955,regulation of division septum assembly,2,1,0.63,0.52946
870,GO:0033046,negative regulation of sister chromatid ...,2,1,0.63,0.52946
871,GO:0033047,regulation of mitotic sister chromatid s...,2,1,0.63,0.52946
872,GO:0033048,negative regulation of mitotic sister ch...,2,1,0.63,0.52946
873,GO:0034453,microtubule anchoring,2,1,0.63,0.52946
874,GO:0035082,axoneme assembly,2,1,0.63,0.52946
875,GO:0036158,outer dynein arm assembly,2,1,0.63,0.52946
876,GO:0042360,vitamin E metabolic process,2,1,0.63,0.52946
